0.9929529880,0.7895369543
1.9357250216,1.5419996356
1.6279174024,1.2203186362
0.6027762168,-0.2222712884
2.3706213258,2.0935121929
1.5736419336,2.2089755365
1.1830681476,0.2533023513
0.4657838671,0.9289377421
3.7959679205,-1.5249379192
2.4833558227,-2.3378146363
2.8120877216,-2.1720182672
3.2683034046,-1.5643652496
2.6545360233,-2.9973017012
2.7184009469,-2.5064207315
2.9668837674,-3.5566261370
3.6249339510,-1.8159966927
2.0982635568,1.0385529969
4.1829801943,2.9057596676
4.7333024522,1.5281469171
1.6929530919,2.0488411013
3.8274621933,2.0299099625
3.8951633407,1.2702088612
2.7072541188,2.0575262493
0.9034981293,0.6812332461
14.8365597416,2.1578792674
12.4485463287,-1.1978467306
12.7582307049,0.7082201737
12.6512501065,-1.0149269287
11.2904391552,-0.8646542737
12.8382694924,-0.3667229708
11.9556571055,-0.4844743830
15.5700137557,1.1053468870
1.3809204951,-2.0811274458
1.2696873357,-1.9950210412
1.3489358115,-1.8522231939
1.8060418787,-1.5969667779
1.7210286811,-1.3242390595
1.3003701956,-1.0918007218
1.5410966589,-0.3644904795
2.4494367406,0.3230923905
