-30.8004627497,7.1815779010,1.8642311210,-2.4362621068,0.2327871288
-19.2217368608,8.1452441105,4.2119765130,0.3980763347,-1.7145377772
-25.0234908472,9.9882822688,-0.8358743034,-3.1168221224,-1.4666271609
-29.3540904647,-2.7235289002,17.4972514390,-0.6600167112,-2.9722754101
-19.1979347605,15.0895433543,-6.6870595478,-2.2526094350,-0.2731472216
-24.1314450202,13.3387798608,-4.9877937461,0.4237705698,-1.4302722942
-27.7077891986,3.5185667632,8.1170691834,-3.3149225018,-1.6365349435
-32.8818497472,5.7111726056,3.8253365614,-0.5596948869,-2.6670306589
-8.1649378529,-4.5376956350,-18.6296712981,-0.7632087434,1.0494344780
-16.6038847701,-12.4119537678,-8.7372118420,1.7666170704,-0.1002677709
-16.8418129126,-7.7459654535,-16.4324750079,-1.6561765242,-0.0634603917
-9.9436612125,-7.3016546957,-14.6441182462,1.1384820407,-1.7795664820
-16.9906648204,-13.8944519693,-7.0983463992,-1.0583106509,1.1191633184
-13.8668484768,-13.8689406077,-5.7610711076,1.7043507368,-0.4104918544
-12.6385316591,-17.8626152878,-0.0316556896,-1.8857613161,-0.7011081633
-5.8131751287,-9.4862603828,-10.1764980437,1.0700539049,-2.1841256912
-23.0587647497,7.6659956885,4.8892480072,0.0847278462,2.9673436685
-1.9496077689,15.4216885550,-0.2361361671,3.1166977667,0.7149632078
2.9657224317,8.7492990237,10.5712298542,-0.5050694131,0.1529625727
-25.5629579636,12.3205422796,-2.4739288747,2.1330547614,0.3909236007
-7.2912072902,12.9482868473,1.4730369933,0.2407778039,2.1664111554
-1.7803510501,3.9751885519,17.0075098457,2.8349394009,0.2510957458
-18.6224640504,14.7389017584,-4.5966654709,-0.5668434849,1.3376368666
-31.0027376456,3.3394898890,9.4620601398,1.8666574455,0.2933877658
94.2568766414,9.9813493127,-9.5889438967,2.6323376060,-0.7911787321
71.1576107188,-6.4364105681,7.7348345723,-1.9598480392,1.9985654109
75.9469139647,2.1752513931,-3.2432476889,1.5858052304,-1.5301989307
73.0001447715,-4.9485062532,5.8894577281,-2.6917373761,0.4680118815
63.8652858169,-7.9440004322,8.6395942090,2.0285856113,0.1654024746
73.5920386696,-0.8690889986,0.0752549211,-1.8808808377,1.9072834172
70.0452018944,-5.5337033302,6.6501179556,1.3424541492,-1.5666667076
98.7562320732,7.1766420963,-4.9451341777,-2.3341723769,-0.6606061129
-26.3296606527,-11.4933286377,9.8468421256,0.2878252484,0.7114121175
-27.6235237584,-10.7546596746,8.3672645433,0.2948313031,0.8008276939
-27.0849918626,-9.8126685771,7.1066816589,0.3173716075,0.7997235638
-22.9115459690,-8.4673482458,6.2805176045,0.3707271352,0.6190558851
-24.2889120605,-6.4145911745,2.8035438181,0.4039875849,0.7508452323
-29.0070295305,-4.2914052593,-1.7351647690,0.4179140267,1.0604161754
-27.9223131130,0.6812510903,-8.8927211796,0.5259715374,1.1470769632
-19.9676430348,4.6517245013,-12.5793413384,0.6563198044,0.8433659794
