-31.0906500309,7.2488482500,2.2030406966,-2.6369436050,0.3803106942
-19.5119241420,8.2133921106,4.5536800883,0.2013770990,-1.6109942391
-25.3136781284,10.0559905041,-0.4913031903,-3.3114767748,-1.3020457578
-29.6442777459,-2.6561489182,17.8178119492,-0.8770829327,-2.8934692217
-19.4881220417,15.1576931587,-6.3324628134,-2.4374990610,-0.1029139856
-24.4216323014,13.4065557121,-4.6369178747,0.2346714134,-1.3006660681
-27.9979764798,3.5860715326,8.4493741914,-3.5209949763,-1.4953130063
-33.1720370284,5.7782851884,4.1612179286,-0.7634337170,-2.5501724934
-8.4551251341,-4.4687095449,-18.3104560954,-0.9609076558,1.2590125941
-16.8940720513,-12.3436073382,-8.4334192813,1.5536902881,0.0468124132
-17.1320001938,-7.6776370584,-16.1200435578,-1.8611062995,0.1512965941
-10.2338484937,-7.2328034305,-14.3302036227,0.9356308006,-1.6068210038
-17.2808521016,-13.8261348570,-6.7973427551,-1.2736147372,1.2989859555
-14.1570357580,-13.8003867145,-5.4597219564,1.4895900526,-0.2710933443
-12.9287189403,-17.7939682899,0.2623971327,-2.1066864364,-0.5305652233
-6.1033624099,-9.4170960325,-9.8662445316,0.8644597393,-2.0232395043
-23.3489520309,7.7338528474,5.2296957194,-0.1140378498,3.0723504646
-2.2397950501,15.4911457583,0.1207233874,2.9353832153,0.7953269531
2.6755351505,8.8191288021,10.9161724136,-0.6962140168,0.2503495940
-25.8531452448,12.3882096241,-2.1250798142,1.9413858048,0.4899312248
-7.5813945714,13.0173391649,1.8247952825,0.0543327873,2.2798054278
-2.0705383313,4.0446585846,17.3431371125,2.6345129671,0.2853504731
-18.9126513316,14.8070951826,-4.2426647166,-0.7527442947,1.4788757940
-31.2929249268,3.4067449059,9.7937182394,1.6587604794,0.3612158754
93.9666893602,10.0580988322,-9.2330010524,2.4809668074,-0.6495709313
70.8674234377,-6.3614119404,8.0580960051,-2.1435047081,2.1501905981
75.6567266835,2.2506130432,-2.9035430886,1.4173823855,-1.3937271347
72.7099574903,-4.8733679640,6.2156570561,-2.8724432316,0.6347580509
63.5750985357,-7.8695545525,8.9593610537,1.8405077020,0.2611838034
73.3018513884,-0.7939058448,0.4090834726,-2.0546882416,2.0800867670
69.7550146132,-5.4587890216,6.9749489351,1.1598290846,-1.4557927937
98.4660447921,7.2537326606,-4.5939683492,-2.4889023488,-0.4663281543
-26.6198479339,-11.4257194082,10.1514116872,0.0653121051,0.8116492699
-27.9137110396,-10.6871485180,8.6730818242,0.0732676886,0.9052005802
-27.3751791438,-9.7451166006,7.4142989826,0.0975028105,0.9074615295
-23.2017332502,-8.3994799280,6.5910306126,0.1540315823,0.7286301863
-24.5790993417,-6.3468272591,3.1177359524,0.1904212687,0.8699777429
-29.2972168117,-4.2239989706,-1.4174816244,0.2068560557,1.1923077083
-28.2125003942,0.7487395990,-8.5657036312,0.3234715470,1.2982659349
-20.2578303160,4.7198159629,-12.2441940687,0.4622204452,1.0037799360
-30.6044170539,7.1134327089,1.5281115890,-1.8906741048,0.3724480814
-18.5233704519,8.5078262002,3.9466548695,0.9873745571,-1.5470438097
-24.3747610424,10.1984130317,-0.3925712450,-2.9926299620,-2.2562885368
-28.6187272501,-2.8323080675,16.7872655631,-0.6755764682,-3.0349733291
-19.4451051964,15.2212518479,-6.8050061336,-1.9820004779,-0.3794949413
-23.9232172525,13.2649513383,-5.4206631472,0.6026880654,-1.5252459075
-27.6221140308,3.3533114332,7.4475867355,-3.4532444702,-1.6763011433
-32.9617169255,5.6529368127,3.6740166995,-0.3198873778,-2.3409322154
-7.7442267754,-4.4825469955,-19.0244911370,-0.7569439259,1.2884877031
-16.8053690158,-12.5489701739,-8.7479975191,2.1999686792,-0.2338439886
-16.7425382248,-8.0228222915,-17.5308251837,-1.7794342537,-0.0282752234
-9.5262124334,-7.1741922913,-14.3856041693,1.0023707887,-1.7646898133
-16.9463514628,-13.9532675053,-7.5023616981,-0.6543764172,0.7867843701
-14.0927719504,-14.1031735931,-6.4735024604,1.9454459896,-0.4698883522
-12.6552440030,-17.9840184832,-0.8165588598,-1.6836645885,-1.3738480116
-5.2070396249,-9.5011854398,-10.5420738748,1.2109862478,-2.4285675854
-22.4159676187,7.4624648783,4.2157240042,0.1799270226,2.4452140557
-1.5741813965,15.5208976120,-0.5606176263,3.4257138809,0.6441839859
2.8346623252,8.2989410368,10.3970202216,-0.4214274104,-0.0999189316
-25.3912007900,12.1274305437,-2.6631952883,2.5082800155,0.1915056955
-7.4404952869,13.0964801560,0.9497479289,0.4487683763,1.6646748437
-1.3483998353,3.7222401167,16.0423890998,2.9292727402,0.1997020892
-18.1444014248,14.3338501999,-4.8031284872,-0.3023037131,1.7842107713
-30.8459607737,2.9657048325,8.8769829284,1.8025125983,0.2359519831
94.8219613238,10.0309528428,-10.0538843892,2.5707711130,-0.6589281807
71.5493969133,-6.9602409254,7.2370681703,-1.7910521987,2.3075171705
76.4379374890,1.8019339460,-3.9603461948,1.8093406432,-1.8263489252
