0.0008586394,0.0063505209,0.0029726292,0.0237189618,-0.0060823692,0.0037736397,-0.0006772225
0.0007582558,0.0038403557,0.0027297399,0.0276058991,-0.0048396663,0.0053649019,-0.0005395221
0.0007856697,0.0047940121,0.0026196641,0.0200135082,-0.0035151391,0.0040402580,-0.0005412686
0.0003198803,0.0010085906,0.0020945405,0.0246040242,-0.0014255057,0.0056578980,-0.0003860002
0.0010245561,0.0063369082,0.0031049857,0.0355354563,-0.0081713210,0.0047669446,-0.0006701015
0.0009956624,0.0054215879,0.0033785052,0.0396644210,-0.0077067683,0.0063352802,-0.0006931698
0.0005411104,0.0031020994,0.0023507306,0.0325510081,-0.0045408230,0.0050664395,-0.0004856735
0.0006696501,0.0032226048,0.0029125851,0.0365141054,-0.0046625882,0.0066169874,-0.0005731914
0.0014487539,0.0086369604,0.0057596155,0.0247497734,-0.0084659300,0.0047957110,-0.0012019486
0.0012172205,0.0066499181,0.0057516615,0.0291660430,-0.0073657620,0.0063834883,-0.0011726462
0.0012954773,0.0075513482,0.0056021253,0.0214109398,-0.0060545247,0.0050582071,-0.0011499787
0.0012251779,0.0055568379,0.0055232494,0.0253558465,-0.0050684990,0.0066418745,-0.0010617496
0.0011570643,0.0070609080,0.0055503822,0.0374571393,-0.0095099990,0.0058215927,-0.0011768724
0.0011110242,0.0054822131,0.0056037639,0.0414487916,-0.0087309534,0.0073991360,-0.0011285360
0.0008334404,0.0039791650,0.0047808356,0.0340507436,-0.0060656947,0.0061148947,-0.0009527997
0.0010753836,0.0040113234,0.0052643222,0.0376588586,-0.0062299138,0.0076636493,-0.0009891542
0.0012038358,0.0146724699,0.0033978335,0.0219920984,-0.0084986500,0.0026880424,-0.0010220169
0.0012673667,0.0125702581,0.0032252942,0.0255171105,-0.0075611588,0.0042696390,-0.0008730062
0.0008448391,0.0098759847,0.0020554636,0.0182047236,-0.0042479437,0.0030049116,-0.0006101501
0.0012793766,0.0135787736,0.0037156000,0.0222882240,-0.0062235750,0.0045001670,-0.0010064214
0.0012217364,0.0134149692,0.0031665375,0.0338883337,-0.0099134315,0.0037016368,-0.0009227237
0.0007966166,0.0092182057,0.0024831605,0.0382443977,-0.0076661886,0.0053236472,-0.0007047076
0.0012933705,0.0139675540,0.0034752682,0.0303572460,-0.0084117579,0.0039366293,-0.0009813521
0.0009659239,0.0116296942,0.0033877188,0.0349536545,-0.0070819627,0.0055315427,-0.0009455574
0.0013239664,0.0074252571,0.0031159117,0.0217001996,-0.0061995105,0.0038482769,-0.0006010515
0.0009484519,0.0081771213,0.0026703022,0.0165504990,-0.0063082327,0.0015149082,-0.0006446242
0.0010940393,0.0065037369,0.0030471722,0.0186307588,-0.0038069267,0.0041106066,-0.0005958698
0.0008661289,0.0068297718,0.0023930037,0.0129312954,-0.0038294011,0.0017790086,-0.0005364981
0.0009283985,0.0066550377,0.0032269650,0.0349373116,-0.0075346961,0.0048662285,-0.0007076154
0.0011213336,0.0088371090,0.0030306189,0.0285368238,-0.0087089101,0.0024991362,-0.0007137696
0.0008355181,0.0049419896,0.0028287796,0.0312456283,-0.0048816883,0.0051354337,-0.0005605239
0.0010449995,0.0059297562,0.0022160052,0.0244599320,-0.0055242726,0.0027836808,-0.0004210527
0.0008523185,0.0082971243,0.0040947344,0.0303667587,-0.0066792230,0.0051971412,-0.0009868458
0.0008952764,0.0086639624,0.0042022744,0.0303452619,-0.0068775383,0.0051911757,-0.0010142784
0.0009264566,0.0088289271,0.0042456048,0.0303010707,-0.0069753673,0.0051881834,-0.0010223435
0.0009342737,0.0085934364,0.0041615632,0.0302118606,-0.0068738619,0.0051910891,-0.0009919895
0.0010297307,0.0093059155,0.0043653311,0.0301351157,-0.0072677985,0.0051791890,-0.0010409404
0.0011639810,0.0104985895,0.0047172640,0.0300809857,-0.0079086188,0.0051599351,-0.0011320799
0.0013475381,0.0116127060,0.0050213613,0.0298611833,-0.0085496221,0.0051404317,-0.0011962793
0.0014176556,0.0115213768,0.0049603240,0.0296313386,-0.0085591623,0.0051398076,-0.0011603525
