20.6973865852,-17.6224623163,-7.6166085246,1.4830467916,0.3965616822,0.1306902615,0.6484721583
30.0178660143,-10.6726066600,-7.7530641499,-2.4850705106,2.9704548399,-0.1790377984,0.6968151712
27.2318711723,-17.3099214446,-11.2155556708,2.1200630096,0.4599785478,-0.0996711709,-1.3324193259
13.3773007413,-2.7457316266,6.7205490151,-6.7771124718,2.3091493745,-0.1587240361,-1.3032597736
35.7588653429,-20.1759750192,-17.9049439118,3.9691032864,0.8619963400,0.9791528082,0.5743745420
31.4694981182,-22.2620683618,-15.2013402594,0.2817137275,2.4913288793,0.6492309866,0.7030445763
19.5741161981,-9.9314803358,-2.3668693295,-0.8060280928,0.3097413305,1.0251156813,-1.4420540353
18.7099931523,-18.0263897414,-5.1446648900,-2.6169048192,1.8585666157,0.5976216235,-1.2774349301
49.1707034532,-16.9425458447,0.8628872698,7.3891648646,0.0627119227,-0.4544913572,0.9836845056
36.9453765448,-12.7614125948,11.8613103325,1.1535370406,1.5844829553,-0.6532152615,1.0809688352
40.4813626604,-19.1699608458,4.7957500938,6.5612060893,-0.6397022347,-0.6136527867,-0.9586685173
46.1714952979,-15.1504606343,5.1175761788,2.7902299545,1.6622539626,-0.9352128896,-0.8853722330
34.7429672790,-10.1544896011,13.3711962421,3.6848662927,-0.4073745749,0.7086395234,0.8875319916
37.5056500568,-8.4979781419,14.0625728977,0.0728614397,1.6752962862,0.3775382626,0.9809501693
34.1526188478,-0.9703017412,19.0866768199,1.2712601602,-0.3158536533,0.6362831488,-1.1435410650
47.0099296697,-8.7128069041,8.4057267130,1.2361122694,1.8488101961,0.1206107305,-1.0005234138
26.1282680046,-11.7907758010,-7.2210314165,-1.0344561705,-2.6015260926,-0.4008034911,1.2229641678
48.0578130938,-7.3360934518,-16.2422222706,-2.7081020294,0.4299750848,-0.8264988600,1.2705721850
44.7553099116,7.0562919606,-7.2974898943,-3.1166264131,-1.2952161143,-0.4830169977,-0.9005383497
29.3886972076,-21.5184015663,-13.2935530729,-2.0774484996,-1.1698037964,-1.0665134438,-0.5767434863
41.6110336105,-7.1803091490,-13.6355415881,-0.1754563460,-1.8423604091,0.5336044104,1.0996988320
37.7975726911,9.6398195739,-0.3329958050,-8.2428901783,0.5342354125,0.4347870367,1.0995022989
35.6786610885,-18.8805000906,-16.7827202378,1.5968929395,-2.7877003260,0.2384474275,-0.7822808556
17.5871693508,-12.6105137243,-1.1167670400,-5.9243598309,-1.4431699396,0.1051767869,-0.6909473031
131.2478800541,42.9579832702,-12.9050917049,2.5428342139,2.5063107943,-0.8328332056,1.0842287370
99.7792629739,50.0997625071,7.7397322146,1.9966921948,-1.4472522741,-0.0325806691,0.9170834213
111.8764176984,39.9069075819,-3.1357489803,0.4616061711,1.3033624205,-0.9301558032,-0.8375827596
102.4594923920,49.2509052880,5.7493341331,2.3846717000,-1.5976377694,-0.2513403947,-1.0505363221
94.4748429622,45.3571321697,10.2780202393,-3.1563909232,0.8867613371,0.4266143579,1.0491231688
106.5258403660,43.7591386554,0.1840425542,4.2467729882,-1.4922984407,0.8250271823,0.8803076142
100.9205457870,46.5728561149,7.2512815680,-2.7437219932,0.9809812703,0.2080453240,-0.9377683569
130.9066341950,51.6529993786,-9.5947643709,5.5188483003,-0.3542489595,0.5682582276,-1.1769788887
18.9165353542,-4.0288755949,14.6017635257,-3.7531106447,-0.9121300117,0.0560871888,0.0937396903
18.7156159156,-6.1407468840,13.5051248820,-3.2838630535,-1.0020870215,0.0312688384,0.1083412845
19.9359386253,-7.1054151905,12.2290738240,-2.8917941319,-0.9855836042,0.0110826069,0.1131739385
23.9755732050,-5.7943819280,10.5971231401,-2.6528242021,-0.7578951007,0.0000850896,0.0986279881
24.9138271120,-9.9112701711,7.6736764479,-1.5579325169,-0.8748807250,-0.0572657311,0.1252303033
23.6622408590,-16.7706071391,4.4656661841,-0.1149560025,-1.1933532538,-0.1338354452,0.1734948198
28.9180149742,-23.2515424019,-2.3688144167,2.1204892574,-1.2116485377,-0.2496051227,0.2100822713
37.8970090738,-22.8277715944,-7.4292967416,3.2370761390,-0.8012364127,-0.3049130390,0.1946369454
