-17.1250000000,5.6750000000,-12.2250000000,0.9600000000
-16.0750000000,5.6750000000,-14.0250000000,-0.9770000000
-22.3750000000,4.7750000000,-10.5250000000,-0.2510000000
7.0250000000,4.7750000000,-12.3250000000,4.4495000000
-33.3250000000,6.5250000000,-11.5750000000,-5.0265000000
-30.1750000000,6.5250000000,-13.3750000000,0.4570000000
-8.1250000000,5.6250000000,-9.8750000000,-0.3740000000
-14.4250000000,5.6250000000,-11.6750000000,5.4020000000
-8.5250000000,18.6750000000,-33.2250000000,-8.6340000000
8.2750000000,18.6750000000,-35.0250000000,-1.8320000000
-3.2750000000,17.7750000000,-31.5250000000,-3.5180000000
-2.2250000000,17.7750000000,-33.3250000000,-3.3400000000
10.9750000000,19.5250000000,-32.5750000000,-6.0840000000
12.0250000000,19.5250000000,-34.3750000000,-4.2005000000
21.4750000000,18.6250000000,-30.8750000000,-6.9575000000
3.6250000000,18.6250000000,-32.6750000000,-6.3790000000
-12.4250000000,1.4750000000,-12.2250000000,-2.5140000000
-25.0250000000,1.4750000000,-14.0250000000,-8.4920000000
-8.2250000000,0.5750000000,-10.5250000000,-13.0580000000
-23.9750000000,0.5750000000,-12.3250000000,3.4550000000
-21.2750000000,2.3250000000,-11.5750000000,-10.5255000000
1.8250000000,2.3250000000,-13.3750000000,-10.1495000000
-28.6250000000,1.4250000000,-9.8750000000,-3.9650000000
-4.4750000000,1.4250000000,-11.6750000000,4.4750000000
-12.2250000000,14.4750000000,-33.2250000000,-54.7275000000
20.3250000000,14.4750000000,-30.5250000000,-49.8960000000
1.4250000000,13.5750000000,-31.5250000000,-45.4220000000
17.1750000000,13.5750000000,-28.8250000000,-49.3700000000
21.9750000000,15.3250000000,-32.5750000000,-42.7185000000
7.2750000000,15.3250000000,-29.8750000000,-51.8010000000
17.7750000000,14.4250000000,-30.8750000000,-44.1320000000
-5.3250000000,14.4250000000,-28.1750000000,-61.6295000000
17.6500000000,10.0500000000,-22.4500000000,0.4990000000
15.5500000000,10.0500000000,-22.4500000000,1.1245000000
13.4500000000,10.0500000000,-22.4500000000,0.9220000000
11.3500000000,10.0500000000,-22.4500000000,-0.9230000000
6.1000000000,10.0500000000,-22.4500000000,-0.1985000000
-0.2000000000,10.0500000000,-22.4500000000,2.0560000000
-11.7500000000,10.0500000000,-22.4500000000,1.7905000000
-19.1000000000,10.0500000000,-22.4500000000,-1.6610000000
